technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
PC Laptop,Structural Enclosure and Chassis,0.95,"Structural frame housing all components, typically procured as a separate manufactured part.",Steel Ingots,0.65,Steel used in heavier chassis for strength and impact resistance.,720610,South Korea,metric tons,0.0,5.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,Structural Enclosure and Chassis,0.95,"Structural frame housing all components, typically procured as a separate manufactured part.",Steel Ingots,0.65,Steel used in heavier chassis for strength and impact resistance.,720610,Germany,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Glass,0.95,Primary substrate for LCD panels and digitizer touch layers.,700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Glass,0.95,Primary substrate for LCD panels and digitizer touch layers.,700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Glass,0.95,Primary substrate for LCD panels and digitizer touch layers.,700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Glass,0.95,Primary substrate for LCD panels and digitizer touch layers.,700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Glass,0.95,Primary substrate for LCD panels and digitizer touch layers.,700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Indium,0.9,Critical for ITO transparent electrodes in digitizers and display layers.,811299,CHINA,METRIC TONS,650.0,65.66,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Indium,0.9,Critical for ITO transparent electrodes in digitizers and display layers.,811299,"KOREA, REPUBLIC OF",METRIC TONS,200.0,20.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Indium,0.9,Critical for ITO transparent electrodes in digitizers and display layers.,811299,JAPAN,METRIC TONS,64.0,6.46,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Indium,0.9,Critical for ITO transparent electrodes in digitizers and display layers.,811299,CANADA,METRIC TONS,37.0,3.74,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,OLED/LCD Display Module,0.95,"The integrated display assembly provides the visual interface, procured as a complete module including the panel, backlight, and often touch digitizer.",Indium,0.9,Critical for ITO transparent electrodes in digitizers and display layers.,811299,BELGIUM,METRIC TONS,18.0,1.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Copper,0.9,Main heat-transfer material in heat pipes and heat sinks.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Copper,0.9,Main heat-transfer material in heat pipes and heat sinks.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Copper,0.9,Main heat-transfer material in heat pipes and heat sinks.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Copper,0.9,Main heat-transfer material in heat pipes and heat sinks.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Copper,0.9,Main heat-transfer material in heat pipes and heat sinks.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Aluminum,0.85,Fins and casings in cooling systems for thermal conductivity and weight savings.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Aluminum,0.85,Fins and casings in cooling systems for thermal conductivity and weight savings.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Aluminum,0.85,Fins and casings in cooling systems for thermal conductivity and weight savings.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Aluminum,0.85,Fins and casings in cooling systems for thermal conductivity and weight savings.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Aluminum,0.85,Fins and casings in cooling systems for thermal conductivity and weight savings.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Steel Ingots,0.6,Used in mechanical mounts and structural parts.,720610,China,metric tons,0.0,52.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Steel Ingots,0.6,Used in mechanical mounts and structural parts.,720610,Japan,metric tons,0.0,6.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Steel Ingots,0.6,Used in mechanical mounts and structural parts.,720610,India,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Steel Ingots,0.6,Used in mechanical mounts and structural parts.,720610,South Korea,metric tons,0.0,5.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,Cooling Solution,0.9,"Thermal management subsystem crucial for CPU and GPU cooling, procured as distinct parts or integrated assemblies.",Steel Ingots,0.6,Used in mechanical mounts and structural parts.,720610,Germany,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Silicon,0.9,Semiconductor material for RF and digital ICs in wireless modules.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Silicon,0.9,Semiconductor material for RF and digital ICs in wireless modules.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Silicon,0.9,Semiconductor material for RF and digital ICs in wireless modules.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Silicon,0.9,Semiconductor material for RF and digital ICs in wireless modules.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Silicon,0.9,Semiconductor material for RF and digital ICs in wireless modules.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Copper,0.8,Electrical conductor in antennas and circuit traces.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Copper,0.8,Electrical conductor in antennas and circuit traces.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Copper,0.8,Electrical conductor in antennas and circuit traces.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Copper,0.8,Electrical conductor in antennas and circuit traces.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Copper,0.8,Electrical conductor in antennas and circuit traces.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Gold,0.65,Used in bonding wire and contact plating to improve conductivity and corrosion resistance.,710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Gold,0.65,Used in bonding wire and contact plating to improve conductivity and corrosion resistance.,710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Gold,0.65,Used in bonding wire and contact plating to improve conductivity and corrosion resistance.,710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Gold,0.65,Used in bonding wire and contact plating to improve conductivity and corrosion resistance.,710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.88,"Wireless modules are common separate procurement units enabling connectivity, though some models integrate these functions directly on the motherboard.",Gold,0.65,Used in bonding wire and contact plating to improve conductivity and corrosion resistance.,710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Silicon,0.9,Primary semiconductor material for wireless card chips.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Silicon,0.9,Primary semiconductor material for wireless card chips.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Silicon,0.9,Primary semiconductor material for wireless card chips.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Silicon,0.9,Primary semiconductor material for wireless card chips.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Silicon,0.9,Primary semiconductor material for wireless card chips.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Copper,0.8,Conductive traces and antenna material.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Copper,0.8,Conductive traces and antenna material.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Copper,0.8,Conductive traces and antenna material.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Copper,0.8,Conductive traces and antenna material.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Copper,0.8,Conductive traces and antenna material.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Gold,0.65,Used for connector plating and bonding wires.,710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Gold,0.65,Used for connector plating and bonding wires.,710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Gold,0.65,Used for connector plating and bonding wires.,710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Gold,0.65,Used for connector plating and bonding wires.,710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.85,"Nearly universal in modern laptops as a distinct module for wireless connectivity, though sometimes integrated on the motherboard.",Gold,0.65,Used for connector plating and bonding wires.,710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Silicon,0.9,Semiconductor for ICs enabling connectivity.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Silicon,0.9,Semiconductor for ICs enabling connectivity.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Silicon,0.9,Semiconductor for ICs enabling connectivity.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Silicon,0.9,Semiconductor for ICs enabling connectivity.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Silicon,0.9,Semiconductor for ICs enabling connectivity.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Copper,0.8,Conductive material for antenna and circuitry.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Copper,0.8,Conductive material for antenna and circuitry.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Copper,0.8,Conductive material for antenna and circuitry.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Copper,0.8,Conductive material for antenna and circuitry.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Copper,0.8,Conductive material for antenna and circuitry.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Gold,0.65,Used in wire bonding and plating for reliability.,710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Gold,0.65,Used in wire bonding and plating for reliability.,710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Gold,0.65,Used in wire bonding and plating for reliability.,710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Gold,0.65,Used in wire bonding and plating for reliability.,710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Radio Communication Module,0.8,"Standard module enabling wireless connectivity, usually installed as a separate card or module on the motherboard.",Gold,0.65,Used in wire bonding and plating for reliability.,710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Glass,0.85,Lens element material for clarity and optical properties.,700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Glass,0.85,Lens element material for clarity and optical properties.,700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Glass,0.85,Lens element material for clarity and optical properties.,700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Glass,0.85,Lens element material for clarity and optical properties.,700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Glass,0.85,Lens element material for clarity and optical properties.,700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Silicon,0.85,Image sensor semiconductor material critical for camera function.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Silicon,0.85,Image sensor semiconductor material critical for camera function.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Silicon,0.85,Image sensor semiconductor material critical for camera function.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Silicon,0.85,Image sensor semiconductor material critical for camera function.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Silicon,0.85,Image sensor semiconductor material critical for camera function.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Copper,0.75,Conductive traces and wiring in webcam electronics.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Copper,0.75,Conductive traces and wiring in webcam electronics.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Copper,0.75,Conductive traces and wiring in webcam electronics.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Copper,0.75,Conductive traces and wiring in webcam electronics.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
PC Laptop,Camera Module,0.75,"Increasingly standard for video conferencing, often a separate camera unit integrated into the display bezel.",Copper,0.75,Conductive traces and wiring in webcam electronics.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Lithium,0.96,"Primary energy storage element in lithium-ion batteries, essential for their electrochemical function with no viable substitutes at commercial scale.",280520,AUSTRALIA,METRIC TONS,86000.0,47.78,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
